CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Spain,Geography_Germany,Gender_Female,Gender_Male
893,87,17,126507,2,0,1,2061997,0,1,0,0,1
313,43,18,534816,6,1,1,1234295,0,0,1,1,0
689,69,18,78176,2,1,0,408333,1,0,0,0,1
510,83,3,455443,2,1,0,1801642,0,0,1,1,0
733,18,11,872032,1,1,0,906456,1,0,0,1,0
530,23,2,163723,5,0,0,2865549,0,0,1,1,0
316,62,6,865574,4,1,1,777811,0,1,0,0,1
972,47,16,210719,3,0,1,704532,1,0,0,1,0
548,38,14,863283,4,0,1,2444793,0,0,1,0,1
662,99,9,857683,2,0,1,1729763,1,0,0,0,1
485,23,20,743005,2,0,1,165048,0,1,0,1,0
833,55,15,589165,4,0,0,2542249,0,1,0,1,0
429,58,9,198287,4,1,0,2157296,0,1,0,1,0
558,86,5,924575,1,1,0,131144,1,0,0,1,0
338,80,12,707918,3,1,0,2157677,0,1,0,0,1
713,97,20,765945,4,1,0,1530462,1,0,0,0,1
990,61,16,698362,4,0,0,472416,0,1,0,0,1
779,28,2,800406,3,1,0,2020505,0,0,1,1,0
412,66,1,792832,6,0,0,428856,0,1,0,0,1
503,84,6,382076,3,0,1,543449,1,0,0,0,1
590,93,16,263489,2,1,0,2742979,1,0,0,1,0
504,96,2,225483,4,0,1,2945283,0,0,1,0,1
858,27,11,49047,5,1,0,623682,0,0,1,0,1
767,30,8,831535,2,1,0,694147,0,1,0,0,1
511,80,11,544722,3,0,0,1811644,1,0,0,0,1
778,84,0,744331,6,1,0,557903,0,1,0,0,1
320,51,2,584074,1,1,0,1495897,1,0,0,1,0
859,36,5,885640,1,0,0,139589,0,0,1,1,0
686,94,2,278111,1,1,0,1322674,0,1,0,1,0
763,89,16,735882,3,0,1,2492901,0,0,1,0,1
658,35,20,845875,2,1,1,805617,0,1,0,1,0
892,27,5,739462,2,0,1,845709,0,0,1,0,1
385,61,20,156029,3,1,1,1736526,1,0,0,0,1
231,51,1,143707,3,0,1,1001963,0,1,0,0,1
681,88,15,474721,1,0,1,2834293,0,0,1,0,1
258,92,13,101638,4,1,0,2310546,1,0,0,1,0
356,94,5,356980,2,1,1,2762116,1,0,0,0,1
815,82,18,833233,4,0,0,1112099,0,0,1,1,0
542,80,15,541720,3,0,0,1382316,1,0,0,1,0
338,24,6,768152,1,0,1,2809471,0,0,1,0,1
437,60,19,925897,1,1,1,927950,0,0,1,0,1
287,46,8,318483,6,0,0,494739,0,0,1,1,0
936,42,13,393810,4,1,1,1003412,1,0,0,0,1
457,92,5,671654,3,0,0,619666,0,1,0,0,1
460,93,5,86150,6,0,1,1279246,0,1,0,1,0
943,70,14,400756,1,1,0,1171777,0,0,1,1,0
820,55,17,476575,4,1,0,2868737,1,0,0,1,0
409,27,19,722213,2,0,0,2115711,1,0,0,0,1
630,94,2,736180,6,0,1,1602826,0,0,1,1,0
843,78,5,168163,1,1,1,1325811,0,0,1,0,1
841,67,15,679989,3,1,1,1444939,1,0,0,0,1
376,33,1,245034,3,0,1,1798779,1,0,0,0,1
726,66,7,190426,5,1,0,1991034,1,0,0,1,0
644,55,14,466764,4,0,1,527593,0,1,0,1,0
585,26,20,739579,4,0,0,1967855,0,1,0,1,0
672,60,5,722114,5,1,1,1875836,1,0,0,1,0
344,54,1,234776,1,0,1,1729860,1,0,0,0,1
698,22,15,89145,2,0,0,2450542,1,0,0,0,1
241,78,16,439738,4,0,0,2424486,0,0,1,0,1
699,87,9,668374,3,0,0,1169453,0,1,0,0,1
961,73,1,655299,1,0,0,2774357,1,0,0,0,1
254,91,10,397420,1,1,0,2504204,1,0,0,0,1
893,47,7,113118,3,1,1,2531289,1,0,0,1,0
952,31,12,181135,6,0,0,2188894,0,0,1,1,0
215,88,16,763808,5,0,1,1428915,1,0,0,1,0
648,70,20,110074,3,1,1,2315236,1,0,0,0,1
577,89,5,57722,1,1,0,2209585,1,0,0,1,0
768,62,18,682677,2,0,1,1272875,0,1,0,1,0
354,95,17,785760,5,1,1,2430836,1,0,0,0,1
332,62,20,914563,5,1,0,2974832,1,0,0,1,0
284,95,17,140268,4,0,0,2901604,0,1,0,1,0
526,62,6,218116,2,0,1,1374985,0,1,0,1,0
207,92,11,984115,4,0,0,2872280,0,0,1,0,1
293,28,17,993240,2,1,1,1330053,1,0,0,1,0
336,28,3,801674,6,1,0,343012,0,1,0,0,1
842,56,3,594012,2,0,0,246467,0,0,1,0,1
325,88,12,415809,4,0,0,964059,0,0,1,0,1
477,66,11,525058,3,1,1,2264276,0,0,1,1,0
752,18,4,460682,6,1,0,99646,1,0,0,1,0
821,40,4,252818,2,0,0,46131,1,0,0,1,0
615,96,11,133132,5,0,0,234509,0,0,1,0,1
955,50,7,506809,6,0,0,2027523,0,0,1,1,0
831,20,4,774217,4,0,0,2003730,0,1,0,1,0
455,39,3,623857,6,1,0,2058363,1,0,0,1,0
376,85,6,476509,2,1,1,190062,0,1,0,1,0
833,68,0,699045,5,0,1,1000555,1,0,0,0,1
918,72,17,758831,6,0,0,1370143,1,0,0,1,0
565,25,19,783882,5,1,1,556614,0,0,1,1,0
993,32,6,255628,4,0,0,2659329,0,1,0,1,0
953,22,10,55161,6,0,1,899976,0,0,1,0,1
220,31,20,619130,5,0,0,187804,1,0,0,0,1
407,50,13,344687,6,0,1,1536408,1,0,0,1,0
440,84,16,66917,2,0,0,1999368,0,0,1,0,1
651,45,19,311530,1,0,1,637552,0,0,1,1,0
841,80,10,908141,2,0,1,2974992,0,1,0,0,1
727,54,4,767787,5,0,1,1806836,0,1,0,1,0
404,46,3,517844,5,1,1,970947,1,0,0,0,1
516,46,8,486504,4,0,1,1150083,1,0,0,1,0
738,41,9,715532,6,1,1,1047786,1,0,0,1,0
414,77,0,300915,2,0,1,355424,1,0,0,0,1
258,27,2,12792,6,1,0,1763846,0,1,0,1,0
648,44,17,975877,4,0,0,2316509,0,0,1,0,1
951,51,15,931646,3,1,0,1398794,1,0,0,0,1
642,37,13,161865,2,0,1,838210,1,0,0,1,0
264,50,6,483131,3,1,1,1133587,0,0,1,0,1
585,49,15,930861,6,0,1,2164233,0,0,1,1,0
283,85,16,810769,6,0,0,939666,0,1,0,1,0
422,90,6,573183,1,1,0,2065125,0,0,1,0,1
661,22,6,841595,6,1,1,422714,0,0,1,1,0
991,29,1,125009,1,1,0,2819244,0,1,0,0,1
576,44,8,644706,3,1,1,2295182,1,0,0,1,0
327,52,3,449879,3,0,0,1478791,0,0,1,1,0
279,19,14,300477,1,1,0,1867835,1,0,0,1,0
886,21,4,251813,6,1,0,654568,0,0,1,0,1
815,55,2,968519,3,1,1,369904,0,0,1,1,0
286,61,10,167395,4,0,0,2930160,0,1,0,0,1
464,99,7,669210,4,1,1,1650526,0,1,0,1,0
698,42,18,727078,3,1,0,1956084,0,0,1,1,0
785,87,1,133783,2,0,0,2854786,1,0,0,1,0
586,61,0,616558,1,1,0,1207718,0,1,0,0,1
235,31,19,593736,1,0,1,1794893,1,0,0,1,0
883,28,1,796440,3,1,0,79224,0,0,1,0,1
899,73,13,474819,1,1,1,886006,0,1,0,1,0
962,78,6,309733,2,1,1,2213046,0,0,1,0,1
317,84,0,64787,3,1,0,1193056,1,0,0,0,1
860,68,13,243718,3,1,1,444320,0,1,0,0,1
630,43,7,822486,2,0,1,388853,0,0,1,1,0
918,54,12,506604,4,1,1,262309,0,0,1,0,1
937,63,6,709317,6,1,0,80305,0,1,0,1,0
811,96,4,586934,1,1,1,466210,0,1,0,1,0
864,36,16,83820,1,1,1,1064147,0,1,0,1,0
262,95,7,456727,3,1,1,232120,0,0,1,0,1
592,92,19,653812,3,1,0,1649735,0,0,1,0,1
671,70,9,284112,4,1,1,2440730,0,1,0,0,1
464,37,18,463211,1,0,1,91392,0,0,1,1,0
907,53,11,903646,2,0,0,716489,1,0,0,0,1
826,22,1,360232,1,1,0,1817362,1,0,0,0,1
609,71,20,302452,3,1,1,326649,0,0,1,0,1
662,53,17,57859,3,0,0,1600752,0,0,1,0,1
439,55,20,380847,4,0,0,890862,0,0,1,1,0
264,27,7,398322,3,1,1,1190157,0,1,0,1,0
879,53,7,316865,3,0,0,2690812,1,0,0,1,0
812,27,20,677926,2,0,0,1581310,0,1,0,1,0
828,57,18,984120,4,0,1,2729262,0,0,1,1,0
769,27,1,523529,4,1,0,1461829,0,1,0,0,1
946,61,13,448295,5,1,1,201773,1,0,0,1,0
434,61,18,511831,3,0,0,1114683,1,0,0,1,0
264,26,17,82197,6,0,0,1618844,0,0,1,0,1
892,87,17,764730,1,1,1,500808,1,0,0,0,1
945,77,11,473233,2,0,0,1539871,0,0,1,1,0
809,61,8,920863,1,1,1,1412526,0,0,1,0,1
629,62,11,642807,6,1,1,1874673,1,0,0,0,1
850,47,20,36676,2,1,0,1554719,1,0,0,0,1
396,30,18,205536,5,0,1,2253433,0,1,0,0,1
302,18,13,528764,5,0,0,753464,0,0,1,1,0
837,86,2,242756,4,0,1,1845120,1,0,0,1,0
513,57,7,705363,3,1,1,2186784,0,0,1,0,1
818,81,17,321090,6,0,1,345950,0,0,1,1,0
205,26,5,562393,6,1,0,2927222,0,0,1,0,1
588,77,1,671285,4,0,0,1655852,1,0,0,1,0
314,30,15,315950,3,1,0,2500455,0,1,0,1,0
516,54,18,111246,1,0,0,351668,1,0,0,1,0
330,56,16,287684,4,0,0,1868337,0,0,1,1,0
611,93,8,684305,3,1,1,1562780,1,0,0,0,1
819,83,19,173417,5,0,0,1419999,0,0,1,1,0
305,64,9,25016,2,0,1,2229733,0,1,0,1,0
592,30,12,280846,4,1,0,2801295,0,0,1,1,0
578,48,14,78339,4,0,1,377574,1,0,0,1,0
776,86,4,774293,4,0,0,1450351,1,0,0,0,1
973,34,6,734177,6,0,1,1761685,0,1,0,0,1
493,59,16,923737,2,1,1,2706000,0,0,1,1,0
604,74,20,92708,5,0,0,2122806,1,0,0,1,0
661,85,14,228029,6,0,0,1348151,0,0,1,0,1
389,41,9,78575,5,1,1,1030262,0,0,1,0,1
260,50,17,556480,1,1,1,991005,1,0,0,1,0
587,52,18,855070,3,1,1,2042916,1,0,0,0,1
939,89,5,774490,2,1,1,1193348,0,1,0,1,0
853,55,14,184966,1,1,1,507726,0,1,0,0,1
403,83,20,39942,6,0,1,1985537,1,0,0,1,0
359,32,1,678776,2,1,1,1802340,1,0,0,1,0
797,25,2,148659,2,1,0,2214631,0,1,0,1,0
942,93,12,775106,2,0,0,186742,1,0,0,1,0
912,87,3,634287,3,1,1,544909,1,0,0,0,1
529,62,1,647293,3,0,0,2314282,0,0,1,1,0
312,26,18,213745,1,1,0,2532148,1,0,0,1,0
281,68,12,992551,1,0,0,339568,1,0,0,1,0
478,33,10,60452,4,1,0,2175661,1,0,0,1,0
872,67,6,954798,2,0,1,1334859,0,1,0,1,0
965,65,4,6655,5,1,1,1827674,0,0,1,0,1
205,54,18,901087,3,0,0,870205,1,0,0,1,0
946,73,3,178471,6,1,0,2521915,0,1,0,1,0
522,23,12,44086,6,0,0,105763,0,1,0,0,1
861,53,16,496592,3,1,0,976241,0,1,0,1,0
206,82,6,968344,2,1,0,2811183,0,0,1,1,0
211,32,7,113780,2,0,1,1493320,0,1,0,1,0
634,27,4,102170,3,0,1,2120045,0,0,1,0,1
709,49,17,859802,2,0,0,1760865,0,1,0,0,1
382,55,17,864747,5,1,1,354654,0,0,1,1,0
634,47,19,599353,6,1,0,806207,0,0,1,0,1
975,65,19,915870,3,1,1,990784,0,0,1,1,0
936,68,2,451266,3,0,0,2454889,1,0,0,1,0
912,20,14,89398,3,0,1,2885888,0,0,1,1,0
248,55,17,685003,3,0,1,1202329,1,0,0,0,1
752,33,20,185816,3,1,1,2351466,0,1,0,1,0
944,70,0,689759,5,1,0,1434818,0,1,0,1,0
789,29,1,171282,4,0,0,1647398,0,0,1,1,0
787,76,2,546667,1,0,0,1192242,1,0,0,0,1
483,32,9,887172,6,0,1,815910,0,1,0,1,0
725,46,5,415679,5,0,0,331171,0,1,0,1,0
965,78,20,712587,3,1,0,2305417,1,0,0,1,0
399,54,12,116521,1,1,1,1468984,1,0,0,1,0
936,58,11,102595,6,0,0,2339582,0,0,1,0,1
803,84,5,738940,4,1,0,1924182,1,0,0,0,1
908,41,3,725534,2,0,1,2222790,0,0,1,1,0
309,24,3,550882,1,0,1,666188,1,0,0,0,1
650,48,11,456680,3,1,0,690713,0,0,1,1,0
798,74,2,729860,4,1,0,2136705,1,0,0,1,0
332,65,13,648560,6,1,1,1647433,0,0,1,1,0
417,89,9,182255,6,0,0,2361289,0,1,0,0,1
327,63,18,94206,2,0,0,686751,0,1,0,1,0
487,49,2,797658,6,0,0,2359115,0,0,1,1,0
299,48,17,823961,2,0,0,820875,0,0,1,0,1
218,56,20,748336,2,0,0,1563817,0,1,0,1,0
769,64,8,561884,3,0,1,1035739,0,0,1,1,0
210,65,12,724752,1,0,1,2289841,0,0,1,0,1
896,66,16,721000,4,1,0,1571514,0,0,1,1,0
568,88,8,37360,3,1,0,1064590,1,0,0,1,0
439,50,13,311592,1,1,1,1595928,0,1,0,0,1
600,57,16,611922,5,1,1,2317425,1,0,0,0,1
814,45,9,443578,6,1,1,2007135,1,0,0,0,1
848,85,5,380234,6,0,0,735334,0,0,1,1,0
615,63,12,802577,6,1,1,730012,0,0,1,0,1
557,71,16,817237,1,0,1,1932050,1,0,0,1,0
874,70,9,614508,3,0,0,2992175,1,0,0,0,1
228,42,13,451286,3,0,1,2618928,0,1,0,1,0
454,80,9,133618,4,0,0,2231634,1,0,0,1,0
820,93,0,49459,3,0,0,40504,1,0,0,1,0
393,89,0,63306,2,0,1,188065,0,1,0,1,0
952,72,14,428394,4,1,0,2828162,1,0,0,1,0
564,54,10,454768,6,1,0,1255834,0,1,0,0,1
518,80,15,966020,4,0,0,2191632,1,0,0,0,1
788,82,17,240831,1,0,1,2352310,0,0,1,1,0
687,32,10,218534,6,0,0,1064066,0,0,1,0,1
574,91,3,941405,6,0,1,1991006,1,0,0,1,0
786,82,18,185239,3,0,0,1172662,0,1,0,0,1
257,96,13,82379,5,1,0,861469,1,0,0,0,1
731,89,15,513831,5,0,0,179813,0,0,1,0,1
837,46,18,537665,2,1,1,1862068,0,0,1,0,1
402,40,7,367097,6,1,0,617851,1,0,0,0,1
831,20,13,963672,1,0,1,1189942,0,0,1,0,1
819,93,4,453944,6,0,1,2087496,0,1,0,0,1
554,22,10,917943,1,0,0,19385,0,1,0,0,1
458,34,7,194236,3,0,1,1886918,0,1,0,0,1
843,82,20,235420,1,1,0,1562281,0,0,1,0,1
623,52,19,109864,1,0,0,2746451,0,1,0,0,1
568,83,17,721152,3,1,1,1731680,1,0,0,1,0
396,26,14,716512,3,0,0,1935077,1,0,0,0,1
678,18,11,208948,3,1,0,755266,0,1,0,0,1
690,40,7,966146,4,1,1,165186,1,0,0,1,0
662,27,12,489270,3,0,1,2737067,1,0,0,0,1
808,54,18,615232,2,1,1,647437,0,1,0,1,0
592,54,9,986759,4,0,0,1332569,1,0,0,1,0
518,97,11,373309,1,1,1,2669524,0,1,0,1,0
834,46,0,122542,4,0,0,719627,0,0,1,0,1
407,43,0,368442,1,0,1,1059624,1,0,0,0,1
440,76,12,283893,3,0,0,1007102,0,0,1,0,1
608,80,8,349179,4,0,1,130747,1,0,0,1,0
980,41,9,251721,4,1,0,2116208,0,0,1,1,0
269,94,20,809531,4,1,1,2341225,0,0,1,1,0
528,33,16,269190,2,0,0,543055,0,0,1,0,1
643,84,7,535953,6,1,1,639287,0,0,1,1,0
217,58,18,112482,5,1,0,1488034,1,0,0,0,1
863,71,20,423326,2,0,0,2556633,1,0,0,1,0
773,98,9,120338,3,1,1,1438310,1,0,0,0,1
753,63,11,235479,2,1,1,1481234,1,0,0,0,1
812,66,5,617185,4,1,1,484503,0,1,0,1,0
370,77,5,995600,2,0,0,378216,0,1,0,1,0
656,62,18,790132,5,1,1,2189190,1,0,0,0,1
678,49,1,185993,6,0,1,775958,0,0,1,0,1
764,97,11,478099,5,0,0,2442115,1,0,0,0,1
602,96,18,227427,5,1,1,2640015,0,1,0,1,0
479,44,2,797751,3,1,0,2182082,0,0,1,1,0
697,59,13,140776,3,0,1,1294657,0,0,1,1,0
448,95,15,963566,1,0,0,1207233,0,1,0,1,0
781,56,7,714279,1,1,1,2374110,1,0,0,0,1
344,20,4,411748,6,0,0,2192844,1,0,0,0,1
756,60,0,311284,6,1,1,1148120,0,0,1,0,1
389,77,14,541665,5,1,1,1022715,0,0,1,0,1
727,89,20,515524,5,0,0,521221,0,1,0,0,1
418,32,10,665414,3,1,1,450939,0,0,1,0,1
980,90,7,418104,1,0,0,2727140,0,1,0,1,0
925,74,8,315763,4,0,0,1815369,1,0,0,0,1
739,23,3,578669,5,1,1,1308010,0,0,1,1,0
218,84,9,246195,4,0,1,1972123,1,0,0,0,1
472,27,5,706992,3,0,0,96898,0,0,1,1,0
655,86,1,48117,2,0,1,2093152,1,0,0,1,0
892,96,10,853802,1,0,1,1855455,0,0,1,1,0
306,56,0,832006,4,1,0,2485807,0,0,1,0,1
388,46,2,523850,2,1,0,1567067,1,0,0,1,0
876,67,2,336035,4,1,0,1641979,1,0,0,1,0
574,69,2,984798,4,1,1,192235,1,0,0,0,1
849,49,0,945297,1,0,1,2671030,0,1,0,1,0
712,98,15,594431,1,1,0,73442,0,0,1,1,0
534,44,10,725547,4,0,1,1248246,0,0,1,1,0
783,60,11,545988,6,1,1,1061267,0,1,0,1,0
683,19,3,375303,1,0,0,1707221,0,0,1,0,1
774,40,6,526481,1,1,1,354488,0,1,0,0,1
244,53,4,516268,5,1,1,2853494,0,1,0,0,1
425,48,7,201838,6,0,1,2061469,0,1,0,0,1
685,87,9,981668,2,0,0,1127696,0,1,0,0,1
330,89,20,397626,6,0,0,2885723,1,0,0,1,0
527,81,7,74101,2,1,1,2183596,1,0,0,1,0
364,37,18,311800,4,1,0,2736839,0,0,1,0,1
400,28,7,831622,1,1,1,327676,0,0,1,0,1
629,42,16,630600,2,0,1,555310,0,0,1,0,1
902,67,12,876500,6,1,0,2817015,0,0,1,1,0
912,53,15,767746,5,1,0,2724337,0,1,0,0,1
777,44,20,832837,2,0,1,2053782,1,0,0,0,1
867,92,8,33407,4,0,0,1092375,0,0,1,1,0
504,68,14,311595,3,0,1,1126574,1,0,0,1,0
201,92,19,413855,3,0,0,2863890,1,0,0,1,0
955,27,0,39579,1,1,0,1986538,1,0,0,1,0
382,54,18,296198,2,1,0,1236330,0,0,1,0,1
281,75,17,889941,2,0,1,1398916,1,0,0,1,0
610,21,12,376497,5,1,0,690725,0,0,1,1,0
236,70,3,666456,1,1,1,2224295,1,0,0,0,1
326,94,11,962318,2,0,0,877790,1,0,0,0,1
703,59,11,442566,2,0,0,2626579,1,0,0,1,0
211,91,13,483013,1,0,0,839173,0,0,1,0,1
483,77,5,643485,4,0,1,1118374,1,0,0,1,0
543,39,6,221092,1,0,1,345061,0,1,0,1,0
822,49,2,271440,4,0,0,2750732,0,1,0,0,1
404,38,9,385918,5,0,0,1309233,0,0,1,0,1
293,62,20,398120,2,0,1,1335310,1,0,0,0,1
403,82,7,35701,2,0,1,1413418,0,1,0,0,1
248,26,12,265335,2,0,0,1540033,0,0,1,1,0
484,51,0,532446,2,0,0,299575,0,1,0,1,0
266,61,10,775289,1,0,1,2695125,0,0,1,0,1
266,65,20,312289,3,0,0,2419970,0,0,1,0,1
206,32,13,188692,3,0,0,2909166,0,0,1,0,1
565,45,2,17940,1,0,1,391141,0,0,1,1,0
325,99,0,914651,5,0,1,2837164,0,0,1,1,0
778,79,2,726161,6,0,0,157134,1,0,0,1,0
841,82,7,196995,4,1,1,79463,1,0,0,0,1
405,74,14,725420,6,1,0,1952975,0,1,0,0,1
947,88,1,293528,3,1,0,155220,1,0,0,0,1
961,37,13,162414,2,0,1,2341921,0,0,1,0,1
468,65,14,439653,5,1,0,2746118,1,0,0,1,0
821,95,1,890047,5,1,0,1637310,1,0,0,1,0
654,50,14,456845,6,0,1,2358775,0,1,0,0,1
492,31,20,114426,1,0,1,905883,0,0,1,0,1
669,21,18,426231,2,1,1,333253,0,1,0,1,0
536,33,6,45857,5,0,1,2162520,0,0,1,1,0
235,94,17,521009,2,1,0,2036035,0,0,1,1,0
541,20,1,70002,3,0,1,1274901,1,0,0,1,0
793,89,6,914577,1,1,0,451603,1,0,0,1,0
700,27,7,72403,3,1,0,1253278,1,0,0,0,1
889,36,12,821244,6,0,1,2625713,0,0,1,1,0
296,18,14,346881,2,1,1,2722068,1,0,0,1,0
592,25,20,458783,6,1,1,1406420,0,0,1,0,1
419,29,19,703101,1,1,0,1319888,0,0,1,0,1
284,64,19,18974,4,0,1,2529742,1,0,0,0,1
854,46,2,267706,3,1,0,1875406,0,0,1,0,1
485,92,16,342825,6,0,1,185341,0,1,0,0,1
325,46,0,870257,3,1,0,2293541,0,1,0,1,0
497,84,2,795125,1,0,1,2184581,1,0,0,1,0
500,41,20,69211,2,1,1,2451994,0,1,0,0,1
271,58,11,122814,3,1,0,1898946,0,0,1,1,0
310,21,20,268504,6,0,0,2467366,0,0,1,1,0
500,87,17,114861,5,0,1,434107,1,0,0,1,0
498,64,4,732414,4,0,0,82859,0,1,0,1,0
428,32,19,164893,3,1,1,2012182,0,0,1,1,0
710,63,16,732621,1,0,0,1833969,1,0,0,1,0
739,94,5,194427,2,1,0,173266,1,0,0,1,0
206,96,11,88154,3,0,0,771365,0,0,1,0,1
807,87,16,297869,4,0,1,1224585,1,0,0,1,0
676,87,15,634365,1,1,0,2021857,0,1,0,1,0
308,62,20,800765,3,1,1,1381923,1,0,0,0,1
862,99,14,138286,2,1,0,836408,0,0,1,1,0
368,63,4,941559,4,1,0,1659093,0,0,1,1,0
395,86,16,98547,5,0,0,1619395,1,0,0,1,0
634,18,12,317921,4,1,1,1135500,0,0,1,1,0
399,34,0,428814,2,1,0,2397460,1,0,0,0,1
394,62,0,504412,3,0,0,1370309,0,1,0,1,0
777,39,5,480177,6,0,0,408858,1,0,0,0,1
357,94,20,165659,1,0,1,2702827,0,1,0,1,0
815,33,18,640969,4,1,0,2642798,1,0,0,0,1
867,87,0,583455,4,1,1,89111,0,0,1,0,1
700,26,19,306966,3,0,0,2868618,1,0,0,1,0
640,20,6,372238,6,1,1,2740280,0,0,1,0,1
750,93,20,145068,5,0,0,1150062,1,0,0,0,1
996,40,16,819473,6,1,1,2958602,1,0,0,0,1
714,28,16,615414,5,0,0,740024,1,0,0,1,0
639,44,10,612495,3,1,1,1378130,0,0,1,1,0
499,51,11,410155,3,1,1,2657285,0,0,1,0,1
327,61,5,871327,2,0,1,1085473,1,0,0,1,0
261,75,16,1050,4,0,0,1629724,0,0,1,1,0
355,83,4,809870,1,1,1,1006239,0,0,1,1,0
606,29,13,742299,6,0,0,1340907,1,0,0,0,1
506,97,17,954578,5,0,1,2131292,0,0,1,1,0
371,97,18,512427,2,0,1,655113,0,0,1,0,1
234,67,10,172012,1,0,1,1425874,1,0,0,1,0
600,31,17,180510,6,1,1,2436361,0,0,1,0,1
304,72,9,872951,3,0,1,2386796,0,0,1,1,0
610,64,3,693421,2,1,1,2518252,0,0,1,0,1
992,82,16,494374,6,1,1,149258,0,0,1,0,1
202,31,10,641550,5,0,0,1195105,1,0,0,1,0
409,92,0,105584,4,0,0,1431219,0,1,0,0,1
909,36,16,901642,5,1,0,1351089,1,0,0,1,0
569,44,9,260954,4,1,1,1403733,0,0,1,0,1
797,98,14,68120,5,1,0,2423660,0,0,1,1,0
900,60,9,945565,6,0,0,214045,0,0,1,0,1
332,92,3,666275,4,1,0,1922283,0,1,0,0,1
531,49,13,82909,4,0,1,1845774,0,0,1,1,0
727,31,18,428218,5,0,1,2023060,1,0,0,0,1
514,37,7,793500,5,0,1,157606,1,0,0,1,0
846,58,4,108870,3,1,1,378786,0,0,1,0,1
263,73,12,375627,4,1,0,373064,0,0,1,1,0
640,46,16,273535,5,0,1,2324187,1,0,0,1,0
776,97,5,616852,5,0,1,2957039,1,0,0,0,1
237,25,8,231651,4,1,0,1054549,0,0,1,0,1
625,53,13,444811,6,1,0,2965805,0,0,1,0,1
993,44,4,234454,4,0,1,46401,1,0,0,0,1
739,39,8,463368,5,1,0,2746952,0,0,1,1,0
680,50,11,269494,4,0,1,2267510,0,0,1,0,1
809,55,7,917848,6,0,1,713324,0,1,0,0,1
207,28,6,799945,4,1,1,2501452,0,1,0,0,1
329,36,7,118484,3,1,1,376492,0,0,1,1,0
368,35,8,750003,5,1,0,1987594,0,0,1,1,0
247,96,12,377131,1,1,0,1761880,0,0,1,1,0
473,89,14,666687,1,1,0,1781924,0,1,0,1,0
442,85,1,3509,4,0,1,1798883,0,0,1,1,0
985,99,12,608918,4,0,0,1315247,0,0,1,1,0
970,74,10,532942,6,1,0,2183730,0,0,1,1,0
828,64,13,436268,5,1,1,2055349,1,0,0,0,1
575,32,5,993677,2,0,0,2673487,0,1,0,1,0
556,24,9,959386,6,0,1,1529216,0,1,0,0,1
448,77,1,470406,2,0,1,1819052,0,0,1,1,0
305,67,9,962264,5,1,0,499923,0,1,0,0,1
620,35,19,941692,4,0,1,441542,1,0,0,0,1
584,78,4,237597,6,0,1,190377,1,0,0,1,0
790,98,17,612278,3,0,1,240171,0,0,1,0,1
352,96,11,510396,4,0,0,356310,0,1,0,1,0
467,23,8,843565,6,0,0,2346064,0,1,0,0,1
384,83,5,436853,6,0,0,709020,0,0,1,1,0
670,73,19,821663,3,0,1,1478812,1,0,0,0,1
245,22,9,852765,1,1,0,2652629,0,1,0,1,0
487,64,1,995449,6,1,1,1017511,0,1,0,0,1
479,91,6,52377,4,0,0,2008722,1,0,0,1,0
893,79,13,344080,3,1,0,2526033,1,0,0,0,1
974,57,3,266233,4,1,1,1494684,0,1,0,0,1
793,47,20,893301,6,0,0,764348,0,0,1,0,1
291,58,13,77836,5,0,0,798905,0,0,1,1,0
709,57,0,163163,4,1,0,2644824,0,0,1,1,0
694,98,1,753533,3,0,0,571036,0,0,1,0,1
716,66,20,831898,4,1,0,1133906,0,0,1,1,0
858,68,12,166778,2,1,1,1686401,0,0,1,1,0
212,39,19,468240,2,1,1,1813528,0,1,0,1,0
389,41,14,9990,3,0,0,847569,1,0,0,0,1
695,94,19,67301,2,0,1,2652114,0,0,1,0,1
240,31,0,487589,5,1,1,1417095,0,1,0,0,1
345,41,10,825586,6,0,1,2534044,1,0,0,0,1
223,48,20,300094,1,0,1,1075674,1,0,0,0,1
395,24,19,68062,1,1,0,120387,1,0,0,0,1
381,81,1,922649,5,1,1,2234693,0,0,1,0,1
485,97,8,620282,5,0,1,2731176,1,0,0,0,1
992,19,7,672314,4,0,0,181806,1,0,0,0,1
414,45,4,754151,4,0,0,2291442,1,0,0,1,0
870,20,11,121559,3,0,0,298447,0,1,0,1,0
401,46,17,313787,3,1,1,2954762,0,0,1,0,1
499,25,6,649992,1,1,1,2175238,0,0,1,1,0
367,57,13,56465,5,0,0,905555,1,0,0,1,0
949,92,13,213675,5,0,1,154369,1,0,0,0,1
799,32,15,990461,3,0,0,394932,0,0,1,1,0
291,35,1,620531,4,1,0,150983,0,1,0,0,1
885,49,9,857304,5,0,1,2376073,1,0,0,0,1
231,44,16,642764,6,1,0,321664,1,0,0,1,0
305,71,10,945753,4,1,1,2071881,1,0,0,1,0
650,49,12,291601,6,1,1,1974369,0,0,1,0,1
392,96,2,658565,4,0,1,2852616,0,0,1,0,1
860,71,2,470547,6,1,1,849990,0,0,1,0,1
425,21,16,230708,4,1,0,244481,1,0,0,1,0
355,97,4,950986,6,1,1,903520,0,1,0,1,0
806,43,14,64749,5,0,1,1724719,1,0,0,0,1
